speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
comnig,Common Nighthawk,Chordeiles minor,L38527359,4724 Virginia,2025-06-18 21:49,1.0,41.9669497,-87.6991656,True,False,True,S251882640,
houspa,House Sparrow,Passer domesticus,L40927552,Home,2025-06-18 19:14,5.0,42.078816,-87.943196,True,False,True,S251857372,N
coohaw,Cooper's Hawk,Astur cooperii,L4493848,5400 South Christiana,2025-06-18 18:38,1.0,41.7953252,-87.7072967,True,False,True,S252039203,
wooduc,Wood Duck,Aix sponsa,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,1.0,41.7857131,-87.5829649,True,False,False,S251877246,
mallar3,Mallard,Anas platyrhynchos,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,1.0,41.7857131,-87.5829649,True,False,False,S251877246,
chiswi,Chimney Swift,Chaetura pelagica,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,3.0,41.7857131,-87.5829649,True,False,False,S251877246,
rthhum,Ruby-throated Hummingbird,Archilochus colubris,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,1.0,41.7857131,-87.5829649,True,False,False,S251877246,
ribgul,Ring-billed Gull,Larus delawarensis,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,5.0,41.7857131,-87.5829649,True,False,False,S251877246,
caster1,Caspian Tern,Hydroprogne caspia,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,2.0,41.7857131,-87.5829649,True,False,False,S251877246,
doccor,Double-crested Cormorant,Nannopterum auritum,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,1.0,41.7857131,-87.5829649,True,False,False,S251877246,
bcnher,Black-crowned Night Heron,Nycticorax nycticorax,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,1.0,41.7857131,-87.5829649,True,False,False,S251877246,
greegr,Great Egret,Ardea alba,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,1.0,41.7857131,-87.5829649,True,False,False,S251877246,
wilfly,Willow Flycatcher,Empidonax traillii,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,2.0,41.7857131,-87.5829649,True,False,False,S251877246,
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,1.0,41.7857131,-87.5829649,True,False,False,S251877246,
treswa,Tree Swallow,Tachycineta bicolor,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,1.0,41.7857131,-87.5829649,True,False,False,S251877246,
purmar,Purple Martin,Progne subis,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,4.0,41.7857131,-87.5829649,True,False,False,S251877246,
cedwax,Cedar Waxwing,Bombycilla cedrorum,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,2.0,41.7857131,-87.5829649,True,False,False,S251877246,
yelwar,Yellow Warbler,Setophaga petechia,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-18 18:10,4.0,41.7857131,-87.5829649,True,False,False,S251877246,
rocpig,Rock Pigeon,Columba livia,L152691,"Lincoln Park, Chicago--North Pond",2025-06-18 17:27,16.0,41.9283,-87.637,True,False,False,S251844102,N
norcar,Northern Cardinal,Cardinalis cardinalis,L152691,"Lincoln Park, Chicago--North Pond",2025-06-18 17:27,1.0,41.9283,-87.637,True,False,False,S251844102,
grnher,Green Heron,Butorides virescens,L108497,Axehead Lake/Chippewa Woods,2025-06-18 17:25,1.0,42.007636,-87.8646934,True,False,False,S251838848,
norfli,Northern Flicker,Colaptes auratus,L108497,Axehead Lake/Chippewa Woods,2025-06-18 17:25,1.0,42.007636,-87.8646934,True,False,False,S251838848,
warvir,Warbling Vireo,Vireo gilvus,L108497,Axehead Lake/Chippewa Woods,2025-06-18 17:25,2.0,42.007636,-87.8646934,True,False,False,S251838848,
blujay,Blue Jay,Cyanocitta cristata,L108497,Axehead Lake/Chippewa Woods,2025-06-18 17:25,1.0,42.007636,-87.8646934,True,False,False,S251838848,
barswa,Barn Swallow,Hirundo rustica,L108497,Axehead Lake/Chippewa Woods,2025-06-18 17:25,1.0,42.007636,-87.8646934,True,False,False,S251838848,
cliswa,Cliff Swallow,Petrochelidon pyrrhonota,L108497,Axehead Lake/Chippewa Woods,2025-06-18 17:25,1.0,42.007636,-87.8646934,True,False,False,S251838848,
bnhcow,Brown-headed Cowbird,Molothrus ater,L108497,Axehead Lake/Chippewa Woods,2025-06-18 17:25,4.0,42.007636,-87.8646934,True,False,False,S251838848,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L3780717,Canal Shores Golf Course,2025-06-18 17:17,1.0,42.0630062,-87.6872545,True,False,False,S251846061,
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L3780717,Canal Shores Golf Course,2025-06-18 17:17,3.0,42.0630062,-87.6872545,True,False,False,S251846061,
grycat,Gray Catbird,Dumetella carolinensis,L3780717,Canal Shores Golf Course,2025-06-18 17:17,2.0,42.0630062,-87.6872545,True,False,False,S251846061,
houfin,House Finch,Haemorhous mexicanus,L3780717,Canal Shores Golf Course,2025-06-18 17:17,1.0,42.0630062,-87.6872545,True,False,False,S251846061,N
killde,Killdeer,Charadrius vociferus,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-18 17:05,1.0,41.9633833,-87.6344204,True,False,False,S251933687,
pipplo,Piping Plover,Charadrius melodus,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-18 17:05,2.0,41.9633833,-87.6344204,True,False,False,S251933687,
sposan,Spotted Sandpiper,Actitis macularius,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-18 17:05,2.0,41.9633833,-87.6344204,True,False,False,S251933687,
amhgul1,American Herring Gull,Larus smithsonianus,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-18 17:05,3.0,41.9633833,-87.6344204,True,False,False,S251933687,
banswa,Bank Swallow,Riparia riparia,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-18 17:05,4.0,41.9633833,-87.6344204,True,False,False,S251933687,
cangoo,Canada Goose,Branta canadensis,L2101032,"Lake Opeka, Des Plaines",2025-06-18 17:00,20.0,42.0117176,-87.8957856,True,False,False,S251832272,
grbher3,Great Blue Heron,Ardea herodias,L12039185,Orland Park Nature Center,2025-06-18 16:25,1.0,41.6383988,-87.852993,True,False,False,S252936901,
osprey,Osprey,Pandion haliaetus,L12039185,Orland Park Nature Center,2025-06-18 16:25,1.0,41.6383988,-87.852993,True,False,False,S252936901,
amecro,American Crow,Corvus brachyrhynchos,L20864270,"Burnham Park--S Shore Drive near Burnham Playground (41.7970663, -87.5815299)",2025-06-18 15:59,1.0,41.7970663,-87.5815299,True,False,True,S251878229,
bkcchi,Black-capped Chickadee,Poecile atricapillus,L20864270,"Burnham Park--S Shore Drive near Burnham Playground (41.7970663, -87.5815299)",2025-06-18 15:59,1.0,41.7970663,-87.5815299,True,False,True,S251878229,
dowwoo,Downy Woodpecker,Dryobates pubescens,L15078099,"Central Park, Skokie US-IL 42.05103, -87.72019",2025-06-18 15:56,1.0,42.05103,-87.720193,True,False,True,S251821489,
tuftit,Tufted Titmouse,Baeolophus bicolor,L15078099,"Central Park, Skokie US-IL 42.05103, -87.72019",2025-06-18 15:56,1.0,42.05103,-87.720193,True,False,True,S251821489,
whbnut,White-breasted Nuthatch,Sitta carolinensis,L15078099,"Central Park, Skokie US-IL 42.05103, -87.72019",2025-06-18 15:56,1.0,42.05103,-87.720193,True,False,True,S251821489,
houwre,Northern House Wren,Troglodytes aedon,L15078099,"Central Park, Skokie US-IL 42.05103, -87.72019",2025-06-18 15:56,1.0,42.05103,-87.720193,True,False,True,S251821489,
amegfi,American Goldfinch,Spinus tristis,L15078099,"Central Park, Skokie US-IL 42.05103, -87.72019",2025-06-18 15:56,1.0,42.05103,-87.720193,True,False,True,S251821489,
chispa,Chipping Sparrow,Spizella passerina,L15078099,"Central Park, Skokie US-IL 42.05103, -87.72019",2025-06-18 15:56,1.0,42.05103,-87.720193,True,False,True,S251821489,
balori,Baltimore Oriole,Icterus galbula,L15078099,"Central Park, Skokie US-IL 42.05103, -87.72019",2025-06-18 15:56,1.0,42.05103,-87.720193,True,False,True,S251821489,
turvul,Turkey Vulture,Cathartes aura,L47979938,"Tri-State Tollway, Alsip US-IL 41.65173, -87.72519",2025-06-18 12:04,1.0,41.651731,-87.72519,True,False,True,S252007019,
rehwoo,Red-headed Woodpecker,Melanerpes erythrocephalus,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 10:53,2.0,41.6725393,-87.8822067,True,False,False,S251865381,
pilwoo,Pileated Woodpecker,Dryocopus pileatus,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 10:53,1.0,41.6725393,-87.8822067,True,False,False,S251865381,
acafly,Acadian Flycatcher,Empidonax virescens,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 10:53,1.0,41.6725393,-87.8822067,True,False,False,S251865381,
veery,Veery,Catharus fuscescens,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 10:53,4.0,41.6725393,-87.8822067,True,False,False,S251865381,
woothr,Wood Thrush,Hylocichla mustelina,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 10:53,2.0,41.6725393,-87.8822067,True,False,False,S251865381,
louwat,Louisiana Waterthrush,Parkesia motacilla,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 10:53,1.0,41.6725393,-87.8822067,True,False,False,S251865381,
hoowar,Hooded Warbler,Setophaga citrina,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 10:53,1.0,41.6725393,-87.8822067,True,False,False,S251865381,
cerwar,Cerulean Warbler,Setophaga cerulea,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 10:53,1.0,41.6725393,-87.8822067,True,True,False,S251865381,
scatan,Scarlet Tanager,Piranga olivacea,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 10:53,2.0,41.6725393,-87.8822067,True,False,False,S251865381,
robgro,Rose-breasted Grosbeak,Pheucticus ludovicianus,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 10:53,1.0,41.6725393,-87.8822067,True,False,False,S251865381,
haiwoo,Hairy Woodpecker,Dryobates villosus,L164725,"Lincoln Park, Chicago--Jarvis Bird Sanctuary",2025-06-18 09:49,1.0,41.948994,-87.6407,True,False,False,S251726261,
eastow,Eastern Towhee,Pipilo erythrophthalmus,L558329,John Duffy Preserve---P9,2025-06-18 09:01,1.0,41.6583489,-87.9277977,True,False,True,S252025715,
whevir,White-eyed Vireo,Vireo griseus,L558325,John Duffy Preserve---P11,2025-06-18 08:38,1.0,41.6568058,-87.9243752,True,False,True,S252022975,
buwwar,Blue-winged Warbler,Vermivora cyanoptera,L558325,John Duffy Preserve---P11,2025-06-18 08:38,1.0,41.6568058,-87.9243752,True,False,True,S252022975,
yebfly,Yellow-bellied Flycatcher,Empidonax flaviventris,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-18 08:20,1.0,41.9633833,-87.6344204,True,True,False,S251951963,
hoomer,Hooded Merganser,Lophodytes cucullatus,L298724,"Rosehill Cemetery, Chicago",2025-06-18 08:12,2.0,41.9859832,-87.6820028,True,False,False,S251697650,
bawwar,Black-and-white Warbler,Mniotilta varia,L950064,"Lincoln Park, Chicago--South Pond",2025-06-18 07:45,1.0,41.9173515,-87.6329613,True,True,False,S251691900,
yebcuc,Yellow-billed Cuckoo,Coccyzus americanus,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 07:29,1.0,41.6725393,-87.8822067,True,False,False,S252020982,
brdowl,Barred Owl,Strix varia,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 07:29,1.0,41.6725393,-87.8822067,True,False,False,S252020982,
orcori,Orchard Oriole,Icterus spurius,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 07:29,1.0,41.6725393,-87.8822067,True,False,False,S252020982,
blugrb1,Blue Grosbeak,Passerina caerulea,L124174,Cap Sauers Holdings Forest Preserve,2025-06-18 07:29,1.0,41.6725393,-87.8822067,True,False,False,S252020982,
dickci,Dickcissel,Spiza americana,L741253,Bergman Slough Forest Preserve,2025-06-18 07:24,1.0,41.6725,-87.9016667,True,False,False,S253499500,
sumtan,Summer Tanager,Piranga rubra,L20363783,Cap Sauers Holdings Forest Preserve--West Sag Valley Trail Head,2025-06-18 07:21,2.0,41.6801252,-87.913018,True,False,False,S251725540,
perfal,Peregrine Falcon,Falco peregrinus,L152691,"Lincoln Park, Chicago--North Pond",2025-06-18 07:16,3.0,41.9283,-87.637,True,False,False,S251770438,
comnig,Common Nighthawk,Chordeiles minor,L47406997,"4232 N Sawyer Ave (41.9586,-87.7097)",2025-06-19 22:19,1.0,41.958587,-87.709671,True,False,True,S252211701,
barswa,Barn Swallow,Hirundo rustica,L33269110,"Humboldt Park South - 41.90149, -87.70423",2025-06-19 21:01,2.0,41.901488,-87.704235,True,False,True,S252202241,
amerob,American Robin,Turdus migratorius,L33269110,"Humboldt Park South - 41.90149, -87.70423",2025-06-19 21:01,1.0,41.901488,-87.704235,True,False,True,S252202241,
norcar,Northern Cardinal,Cardinalis cardinalis,L48026887,"1046 Forest Avenue, Oak Park, Illinois, US (41.906, -87.801)",2025-06-19 20:52,1.0,41.9056679,-87.8010035,True,False,True,S252201255,
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L48025952,Steelworkers park,2025-06-19 20:50,2.0,41.738109,-87.530932,True,False,True,S252201034,
chiswi,Chimney Swift,Chaetura pelagica,L33268655,"Humboldt Park North - 41.90920, -87.70255",2025-06-19 20:45,3.0,41.909197,-87.702553,True,False,True,S252200059,
yelwar,Yellow Warbler,Setophaga petechia,L48025981,NH 1,2025-06-19 20:35,2.0,41.75155,-87.5442,True,False,True,S252198587,
houfin,House Finch,Haemorhous mexicanus,L32781906,Neighborhood,2025-06-19 20:33,1.0,41.984715,-87.674574,True,False,True,S252198538,N
treswa,Tree Swallow,Tachycineta bicolor,L14964359,"Loyola Park, Chicago US-IL 42.01250, -87.66224",2025-06-19 20:31,1.0,42.012499,-87.66224,True,False,True,S252198224,
ribgul,Ring-billed Gull,Larus delawarensis,L18862812,McCormick,2025-06-19 20:24,200.0,41.8552704,-87.6205063,True,False,True,S252197555,
doccor,Double-crested Cormorant,Nannopterum auritum,L18862812,McCormick,2025-06-19 20:24,1.0,41.8552704,-87.6205063,True,False,True,S252197555,
cedwax,Cedar Waxwing,Bombycilla cedrorum,L47783129,COS Common Nighthawk Project--P2,2025-06-19 20:24,1.0,41.9741667,-87.6805278,True,False,True,S252205632,
comgra,Common Grackle,Quiscalus quiscula,L47783129,COS Common Nighthawk Project--P2,2025-06-19 20:24,3.0,41.9741667,-87.6805278,True,False,True,S252205632,
comyel,Common Yellowthroat,Geothlypis trichas,L47783129,COS Common Nighthawk Project--P2,2025-06-19 20:24,1.0,41.9741667,-87.6805278,True,False,True,S252205632,
cangoo,Canada Goose,Branta canadensis,L48025761,"1804 North Merrimac Avenue, Chicago, Illinois, US (41.913, -87.781)",2025-06-19 20:21,1.0,41.9130527,-87.7814585,True,False,True,S252196645,
moudov,Mourning Dove,Zenaida macroura,L47745411,"St. Francis Hospital Evanston US-IL 42.02488, -87.68207",2025-06-19 20:12,1.0,42.024875,-87.682075,True,False,True,S252194941,
grycat,Gray Catbird,Dumetella carolinensis,L47782776,COS Common nighthawk Project-- P1,2025-06-19 20:12,1.0,41.9724089,-87.6742538,True,False,True,S252205613,
amecro,American Crow,Corvus brachyrhynchos,L19691303,"Calvary Catholic Cemetery, Evanston US-IL 42.02485, -87.67746",2025-06-19 20:11,2.0,42.024845,-87.67746,True,False,True,S252194671,
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L19691303,"Calvary Catholic Cemetery, Evanston US-IL 42.02485, -87.67746",2025-06-19 20:11,1.0,42.024845,-87.67746,True,False,True,S252194671,
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,L19691303,"Calvary Catholic Cemetery, Evanston US-IL 42.02485, -87.67746",2025-06-19 20:11,2.0,42.024845,-87.67746,True,False,True,S252194671,
mallar3,Mallard,Anas platyrhynchos,L4789089,Techny Basin--north of Willow Rd.,2025-06-19 20:10,6.0,42.1097167,-87.8096223,True,False,False,S252193956,
sposan,Spotted Sandpiper,Actitis macularius,L4789089,Techny Basin--north of Willow Rd.,2025-06-19 20:10,6.0,42.1097167,-87.8096223,True,False,False,S252193956,
caster1,Caspian Tern,Hydroprogne caspia,L4789089,Techny Basin--north of Willow Rd.,2025-06-19 20:10,1.0,42.1097167,-87.8096223,True,False,False,S252193956,
greegr,Great Egret,Ardea alba,L4789089,Techny Basin--north of Willow Rd.,2025-06-19 20:10,7.0,42.1097167,-87.8096223,True,False,False,S252193956,
grbher3,Great Blue Heron,Ardea herodias,L4789089,Techny Basin--north of Willow Rd.,2025-06-19 20:10,2.0,42.1097167,-87.8096223,True,False,False,S252193956,
easkin,Eastern Kingbird,Tyrannus tyrannus,L4789089,Techny Basin--north of Willow Rd.,2025-06-19 20:10,4.0,42.1097167,-87.8096223,True,False,False,S252193956,
eursta,European Starling,Sturnus vulgaris,L4789089,Techny Basin--north of Willow Rd.,2025-06-19 20:10,60.0,42.1097167,-87.8096223,True,False,False,S252193956,N
savspa,Savannah Sparrow,Passerculus sandwichensis,L4789089,Techny Basin--north of Willow Rd.,2025-06-19 20:10,16.0,42.1097167,-87.8096223,True,False,False,S252193956,
sonspa,Song Sparrow,Melospiza melodia,L4789089,Techny Basin--north of Willow Rd.,2025-06-19 20:10,2.0,42.1097167,-87.8096223,True,False,False,S252193956,
easmea,Eastern Meadowlark,Sturnella magna,L4789089,Techny Basin--north of Willow Rd.,2025-06-19 20:10,4.0,42.1097167,-87.8096223,True,False,False,S252193956,
eawpew,Eastern Wood-Pewee,Contopus virens,L47999687,CP--BL3,2025-06-19 20:06,1.0,41.68101,-87.89916,True,False,True,S252193179,
houwre,Northern House Wren,Troglodytes aedon,L47999687,CP--BL3,2025-06-19 20:06,1.0,41.68101,-87.89916,True,False,True,S252193179,
eastow,Eastern Towhee,Pipilo erythrophthalmus,L47999687,CP--BL3,2025-06-19 20:06,1.0,41.68101,-87.89916,True,False,True,S252193179,
norfli,Northern Flicker,Colaptes auratus,L47999570,CP--BL2,2025-06-19 19:55,1.0,41.67933,-87.89902,True,False,True,S252191741,
indbun,Indigo Bunting,Passerina cyanea,L47999570,CP--BL2,2025-06-19 19:55,2.0,41.67933,-87.89902,True,False,True,S252191741,
reevir1,Red-eyed Vireo,Vireo olivaceus,L47998897,CP--BL1,2025-06-19 19:41,1.0,41.67751,-87.89965,True,False,True,S252188817,
whbnut,White-breasted Nuthatch,Sitta carolinensis,L47998897,CP--BL1,2025-06-19 19:41,1.0,41.67751,-87.89965,True,False,True,S252188817,
amegfi,American Goldfinch,Spinus tristis,L47998897,CP--BL1,2025-06-19 19:41,1.0,41.67751,-87.89965,True,False,True,S252188817,
fiespa,Field Sparrow,Spizella pusilla,L47998897,CP--BL1,2025-06-19 19:41,1.0,41.67751,-87.89965,True,False,True,S252188817,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L47998469,CP--BLE,2025-06-19 19:29,1.0,41.6769,-87.90174,True,False,True,S252185857,
pilwoo,Pileated Woodpecker,Dryocopus pileatus,L47998469,CP--BLE,2025-06-19 19:29,1.0,41.6769,-87.90174,True,False,True,S252185857,
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L47998469,CP--BLE,2025-06-19 19:29,1.0,41.6769,-87.90174,True,False,True,S252185857,
blujay,Blue Jay,Cyanocitta cristata,L47998469,CP--BLE,2025-06-19 19:29,1.0,41.6769,-87.90174,True,False,True,S252185857,
scatan,Scarlet Tanager,Piranga olivacea,L47998469,CP--BLE,2025-06-19 19:29,1.0,41.6769,-87.90174,True,False,True,S252185857,
osprey,Osprey,Pandion haliaetus,L4322243,Skokie Lagoons Forest Preserve,2025-06-19 19:24,1.0,42.1160807,-87.7710307,True,False,False,S252183334,
baleag,Bald Eagle,Haliaeetus leucocephalus,L4322243,Skokie Lagoons Forest Preserve,2025-06-19 19:24,1.0,42.1160807,-87.7710307,True,False,False,S252183334,
wooduc,Wood Duck,Aix sponsa,L3921197,West Ridge Nature Park,2025-06-19 19:10,6.0,41.9889067,-87.6886654,True,False,False,S252192765,
rocpig,Rock Pigeon,Columba livia,L3921197,West Ridge Nature Park,2025-06-19 19:10,2.0,41.9889067,-87.6886654,True,False,False,S252192765,N
rthhum,Ruby-throated Hummingbird,Archilochus colubris,L3921197,West Ridge Nature Park,2025-06-19 19:10,3.0,41.9889067,-87.6886654,True,False,False,S252192765,
dowwoo,Downy Woodpecker,Dryobates pubescens,L3921197,West Ridge Nature Park,2025-06-19 19:10,1.0,41.9889067,-87.6886654,True,False,False,S252192765,
warvir,Warbling Vireo,Vireo gilvus,L3921197,West Ridge Nature Park,2025-06-19 19:10,2.0,41.9889067,-87.6886654,True,False,False,S252192765,
pipplo,Piping Plover,Charadrius melodus,L27447261,"Lincoln Park, Chicago--Uptown Natural Area",2025-06-19 19:01,1.0,41.9672603,-87.6483893,True,False,False,S254099172,
banswa,Bank Swallow,Riparia riparia,L27447261,"Lincoln Park, Chicago--Uptown Natural Area",2025-06-19 19:01,5.0,41.9672603,-87.6483893,True,False,False,S254099172,
chispa,Chipping Sparrow,Spizella passerina,L1144202,CVBlock,2025-06-19 19:01,1.0,41.8835567,-87.7972412,True,False,True,S252181245,
amered,American Redstart,Setophaga ruticilla,L20864270,"Burnham Park--S Shore Drive near Burnham Playground (41.7970663, -87.5815299)",2025-06-19 19:00,1.0,41.7970663,-87.5815299,True,False,True,S252191776,
mutswa,Mute Swan,Cygnus olor,L152656,Lake Calumet area--Indian Ridge Marshes north & south of 122nd,2025-06-19 18:55,1.0,41.677,-87.5613,True,False,False,S252211543,N
sora,Sora,Porzana carolina,L152656,Lake Calumet area--Indian Ridge Marshes north & south of 122nd,2025-06-19 18:55,3.0,41.677,-87.5613,True,False,False,S252211543,
comgal1,Common Gallinule,Gallinula galeata,L152656,Lake Calumet area--Indian Ridge Marshes north & south of 122nd,2025-06-19 18:55,1.0,41.677,-87.5613,True,False,False,S252211543,
marwre,Marsh Wren,Cistothorus palustris,L152656,Lake Calumet area--Indian Ridge Marshes north & south of 122nd,2025-06-19 18:55,6.0,41.677,-87.5613,True,False,False,S252211543,
coohaw,Cooper's Hawk,Astur cooperii,L4443323,Devon Ave. Woods,2025-06-19 18:20,5.0,41.9943132,-87.8496838,True,False,True,S252230211,
haiwoo,Hairy Woodpecker,Dryobates villosus,L509700,Teasons Woods Forest Preserve,2025-06-19 18:04,1.0,41.6840021,-87.8734589,True,False,False,S252212826,
yetvir,Yellow-throated Vireo,Vireo flavifrons,L509700,Teasons Woods Forest Preserve,2025-06-19 18:04,1.0,41.6840021,-87.8734589,True,False,False,S252212826,
woothr,Wood Thrush,Hylocichla mustelina,L509700,Teasons Woods Forest Preserve,2025-06-19 18:04,2.0,41.6840021,-87.8734589,True,False,False,S252212826,
orcori,Orchard Oriole,Icterus spurius,L509700,Teasons Woods Forest Preserve,2025-06-19 18:04,1.0,41.6840021,-87.8734589,True,False,False,S252212826,
bnhcow,Brown-headed Cowbird,Molothrus ater,L509700,Teasons Woods Forest Preserve,2025-06-19 18:04,8.0,41.6840021,-87.8734589,True,False,False,S252212826,
amhgul1,American Herring Gull,Larus smithsonianus,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-19 17:42,,41.7857131,-87.5829649,True,False,False,S257850363,
easblu,Eastern Bluebird,Sialia sialis,L47997959,CP--G6,2025-06-19 17:40,1.0,41.67705,-87.90626,True,False,True,S252161412,
sumtan,Summer Tanager,Piranga rubra,L20363783,Cap Sauers Holdings Forest Preserve--West Sag Valley Trail Head,2025-06-19 17:29,1.0,41.6801252,-87.913018,True,False,False,S252154349,
turvul,Turkey Vulture,Cathartes aura,L164437,McGinnis Slough Forest Preserve,2025-06-19 17:12,1.0,41.6410413,-87.8614152,True,False,False,S252165767,
belkin1,Belted Kingfisher,Megaceryle alcyon,L9019705,Park No. 538,2025-06-19 16:39,1.0,42.0066597,-87.7099226,True,False,False,S252169135,
brnthr,Brown Thrasher,Toxostoma rufum,L9019705,Park No. 538,2025-06-19 16:39,1.0,42.0066597,-87.7099226,True,False,False,S252169135,
virrai,Virginia Rail,Rallus limicola,L152600,"Air Station Prairie, Glenview",2025-06-19 16:30,1.0,42.1005788,-87.8189135,True,False,False,S252147433,
monpar,Monk Parakeet,Myiopsitta monachus,L17348432,Chicago Monk Parakeet Colonies,2025-06-19 16:18,10.0,41.714599,-87.5377875,True,False,False,S252136222,N
rehwoo,Red-headed Woodpecker,Melanerpes erythrocephalus,L20363783,Cap Sauers Holdings Forest Preserve--West Sag Valley Trail Head,2025-06-19 15:52,1.0,41.6801252,-87.913018,True,False,False,S252138264,
easpho,Eastern Phoebe,Sayornis phoebe,L335462,Swallow Cliff Woods Forest Preserve,2025-06-19 15:47,2.0,41.6738368,-87.8607638,True,False,False,S252146812,
yetwar,Yellow-throated Warbler,Setophaga dominica,L335462,Swallow Cliff Woods Forest Preserve,2025-06-19 15:47,1.0,41.6738368,-87.8607638,True,False,False,S252146812,
robgro,Rose-breasted Grosbeak,Pheucticus ludovicianus,L335462,Swallow Cliff Woods Forest Preserve,2025-06-19 15:47,1.0,41.6738368,-87.8607638,True,False,False,S252146812,
amekes,American Kestrel,Falco sparverius,L298724,"Rosehill Cemetery, Chicago",2025-06-19 14:54,1.0,41.9859832,-87.6820028,True,False,False,S252137163,
henspa,Henslow's Sparrow,Centronyx henslowii,L741253,Bergman Slough Forest Preserve,2025-06-19 13:32,1.0,41.6725,-87.9016667,True,False,False,S252106481,
hoomer,Hooded Merganser,Lophodytes cucullatus,L10887771,Marian Byrnes Park (Van Vlissingen Prairie),2025-06-19 12:06,5.0,41.7137122,-87.5758004,True,False,False,S252098226,
reshaw,Red-shouldered Hawk,Buteo lineatus,L10887771,Marian Byrnes Park (Van Vlissingen Prairie),2025-06-19 12:06,1.0,41.7137122,-87.5758004,True,False,False,S252098226,
swaspa,Swamp Sparrow,Melospiza georgiana,L10887771,Marian Byrnes Park (Van Vlissingen Prairie),2025-06-19 12:06,1.0,41.7137122,-87.5758004,True,False,False,S252098226,
acafly,Acadian Flycatcher,Empidonax virescens,L124174,Cap Sauers Holdings Forest Preserve,2025-06-19 11:44,1.0,41.6725393,-87.8822067,True,False,False,S252106038,
veery,Veery,Catharus fuscescens,L124174,Cap Sauers Holdings Forest Preserve,2025-06-19 11:44,1.0,41.6725393,-87.8822067,True,False,False,S252106038,
louwat,Louisiana Waterthrush,Parkesia motacilla,L124174,Cap Sauers Holdings Forest Preserve,2025-06-19 11:44,1.0,41.6725393,-87.8822067,True,False,False,S252106038,
whevir,White-eyed Vireo,Vireo griseus,L47680117,White-eyed Vireo,2025-06-19 09:36,1.0,41.645844,-87.779863,True,False,True,S252016140,
tuftit,Tufted Titmouse,Baeolophus bicolor,L883138,"Wolf Road Woods, Palos area",2025-06-19 09:31,2.0,41.7042226,-87.8978777,True,False,False,S252034320,
