speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
bkcchi,Black-capped Chickadee,Poecile atricapillus,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-26 19:20,1.0,41.9633833,-87.6344204,True,False,False,S254413508,
banswa,Bank Swallow,Riparia riparia,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-26 19:20,33.0,41.9633833,-87.6344204,True,False,False,S254413508,
purmar,Purple Martin,Progne subis,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-26 19:20,29.0,41.9633833,-87.6344204,True,False,False,S254413508,
houspa,House Sparrow,Passer domesticus,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-26 19:20,11.0,41.9633833,-87.6344204,True,False,False,S254413508,N
houfin,House Finch,Haemorhous mexicanus,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-26 19:20,1.0,41.9633833,-87.6344204,True,False,False,S254413508,N
amered,American Redstart,Setophaga ruticilla,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-26 19:20,1.0,41.9633833,-87.6344204,True,False,False,S254413508,
indbun,Indigo Bunting,Passerina cyanea,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-26 19:20,1.0,41.9633833,-87.6344204,True,False,False,S254413508,
eawpew,Eastern Wood-Pewee,Contopus virens,L1073019,"Marquette Park, Chicago",2025-06-26 18:39,3.0,41.7697753,-87.700789,True,False,False,S254405405,
coohaw,Cooper's Hawk,Astur cooperii,L3768397,My Neighborhood,2025-06-26 18:36,1.0,42.0845183,-87.8427637,True,False,True,S254672088,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L24090117,Twenty-Sixth Street Woods,2025-06-26 18:25,1.0,41.8439257,-87.858696,True,False,False,S254400932,
leasan,Least Sandpiper,Calidris minutilla,L813972,"Montrose Dunes, Lincoln Park, Chicago",2025-06-26 18:01,1.0,41.9660701,-87.633369,True,False,False,S254410532,
belkin1,Belted Kingfisher,Megaceryle alcyon,L3780717,Canal Shores Golf Course,2025-06-26 17:32,1.0,42.0630062,-87.6872545,True,False,False,S254391950,
norfli,Northern Flicker,Colaptes auratus,L3780717,Canal Shores Golf Course,2025-06-26 17:32,1.0,42.0630062,-87.6872545,True,False,False,S254391950,
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L3780717,Canal Shores Golf Course,2025-06-26 17:32,1.0,42.0630062,-87.6872545,True,False,False,S254391950,
cerwar,Cerulean Warbler,Setophaga cerulea,L124174,Cap Sauers Holdings Forest Preserve,2025-06-26 17:10,1.0,41.6725393,-87.8822067,True,True,False,S254631630,
whbnut,White-breasted Nuthatch,Sitta carolinensis,L3902233,Park Ridge,2025-06-26 17:00,1.0,41.9917775,-87.8271961,True,False,True,S254407536,
grnher,Green Heron,Butorides virescens,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-26 16:07,2.0,41.9633833,-87.6344204,True,False,False,S254390616,
reevir1,Red-eyed Vireo,Vireo olivaceus,L298724,"Rosehill Cemetery, Chicago",2025-06-26 15:52,2.0,41.9859832,-87.6820028,True,False,False,S254364749,
osprey,Osprey,Pandion haliaetus,L124256,Skokie Lagoons Forest Preserve--Willow Rd.,2025-06-26 15:47,1.0,42.1022139,-87.7636799,True,False,False,S254414063,
woothr,Wood Thrush,Hylocichla mustelina,L124256,Skokie Lagoons Forest Preserve--Willow Rd.,2025-06-26 15:47,1.0,42.1022139,-87.7636799,True,False,False,S254414063,
turvul,Turkey Vulture,Cathartes aura,L552730,"River Park, Chicago",2025-06-26 15:24,1.0,41.9739848,-87.7039111,True,False,False,S254458588,
greegr,Great Egret,Ardea alba,L20596583,"Tampier Slough Woods (Cook County Forest Preserve), Palos Park US-IL (41.6561,-87.9123)",2025-06-26 13:41,1.0,41.656082,-87.912302,True,False,True,S254353952,
rethaw,Red-tailed Hawk,Buteo jamaicensis,L20596583,"Tampier Slough Woods (Cook County Forest Preserve), Palos Park US-IL (41.6561,-87.9123)",2025-06-26 13:41,1.0,41.656082,-87.912302,True,False,True,S254353952,
amekes,American Kestrel,Falco sparverius,L152691,"Lincoln Park, Chicago--North Pond",2025-06-26 12:33,1.0,41.9283,-87.637,True,False,False,S254322699,
cliswa,Cliff Swallow,Petrochelidon pyrrhonota,L1573785,"Lincoln Park Zoo, Chicago",2025-06-26 11:58,2.0,41.9207287,-87.6327196,True,False,False,S254308891,
rthhum,Ruby-throated Hummingbird,Archilochus colubris,L48460481,"1901–1999 Jenks St, Evanston US-IL (42.0677,-87.6993)",2025-06-26 11:52,1.0,42.067706,-87.699306,True,False,True,S254324386,
dickci,Dickcissel,Spiza americana,L48504197,"1414 W Willow St, Chicago US-IL (41.9146,-87.6623)",2025-06-26 11:42,1.0,41.914561,-87.662292,True,False,True,S254296111,
eurgol,European Goldfinch,Carduelis carduelis,L2854336,0_Jenks_60201,2025-06-26 11:07,2.0,42.067574,-87.69893,True,True,True,S254288562,N
wilfly,Willow Flycatcher,Empidonax traillii,L339164,"Humboldt Park, Chicago",2025-06-26 10:20,,41.9063221,-87.7019614,True,False,False,S254291185,
haiwoo,Hairy Woodpecker,Dryobates villosus,L105600,LaBagh Woods Forest Preserve,2025-06-26 09:28,1.0,41.9803903,-87.7412754,True,False,False,S254282913,
whtspa,White-throated Sparrow,Zonotrichia albicollis,L4355027,Trump Plaza,2025-06-26 08:45,1.0,41.889552,-87.625709,True,True,False,S254250335,
easblu,Eastern Bluebird,Sialia sialis,L298724,"Rosehill Cemetery, Chicago",2025-06-26 08:17,1.0,41.9859832,-87.6820028,True,False,False,S254252768,
orcori,Orchard Oriole,Icterus spurius,L152681,Miami Woods Forest Preserve,2025-06-26 08:10,1.0,42.0295,-87.7945,True,False,False,S254336906,
rehwoo,Red-headed Woodpecker,Melanerpes erythrocephalus,L113934,"The Grove, Glenview",2025-06-26 08:00,1.0,42.0824,-87.8584,True,False,False,S254273793,
easpho,Eastern Phoebe,Sayornis phoebe,L3780717,Canal Shores Golf Course,2025-06-26 08:00,2.0,42.0630062,-87.6872545,True,False,False,S254649521,
tuftit,Tufted Titmouse,Baeolophus bicolor,L113934,"The Grove, Glenview",2025-06-26 08:00,1.0,42.0824,-87.8584,True,False,False,S254273793,
carwre,Carolina Wren,Thryothorus ludovicianus,L124256,Skokie Lagoons Forest Preserve--Willow Rd.,2025-06-26 06:48,1.0,42.1022139,-87.7636799,True,False,False,S254239023,
prowar,Prothonotary Warbler,Protonotaria citrea,L124256,Skokie Lagoons Forest Preserve--Willow Rd.,2025-06-26 06:48,1.0,42.1022139,-87.7636799,True,False,False,S254239023,
brnthr,Brown Thrasher,Toxostoma rufum,L3934103,Park No. 566,2025-06-26 06:45,3.0,41.7487879,-87.5365198,True,False,False,S254301249,
graspa,Grasshopper Sparrow,Ammodramus savannarum,L3934103,Park No. 566,2025-06-26 06:45,3.0,41.7487879,-87.5365198,True,False,False,S254301249,
easmea,Eastern Meadowlark,Sturnella magna,L3934103,Park No. 566,2025-06-26 06:45,6.0,41.7487879,-87.5365198,True,False,False,S254301249,
savspa,Savannah Sparrow,Passerculus sandwichensis,L22971019,"312 W Randolph St, Chicago US-IL (41.8847,-87.6361)",2025-06-26 06:21,1.0,41.884681,-87.636119,True,False,True,S254213487,
comnig,Common Nighthawk,Chordeiles minor,L3780717,Canal Shores Golf Course,2025-06-27 21:31,1.0,42.0630062,-87.6872545,True,False,False,S254709659,
amerob,American Robin,Turdus migratorius,L48104208,"Rowe Upper School (41.90742, -87.66423)",2025-06-27 21:01,1.0,41.907422,-87.664226,True,False,True,S254706497,
greegr,Great Egret,Ardea alba,L10423290,Sansone Slough,2025-06-27 20:59,1.0,41.6564261,-87.8809251,True,False,False,S254705697,
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L10423290,Sansone Slough,2025-06-27 20:59,1.0,41.6564261,-87.8809251,True,False,False,S254705697,
cangoo,Canada Goose,Branta canadensis,L152712,Saganashkee Slough,2025-06-27 20:57,10.0,41.6972055,-87.8898525,True,False,False,S254705485,
osprey,Osprey,Pandion haliaetus,L555429,"Crawdad Slough, Palos Area",2025-06-27 20:56,1.0,41.7155879,-87.874639,True,False,False,S254705302,
moudov,Mourning Dove,Zenaida macroura,L689344,"Maple Lake, Palos area",2025-06-27 20:55,1.0,41.7146348,-87.8905392,True,False,False,S254705144,
norcar,Northern Cardinal,Cardinalis cardinalis,L689344,"Maple Lake, Palos area",2025-06-27 20:55,4.0,41.7146348,-87.8905392,True,False,False,S254705144,
chiswi,Chimney Swift,Chaetura pelagica,L48598553,Rain's neighborhood,2025-06-27 20:47,7.0,41.975411,-87.664535,True,False,True,S254704774,
houspa,House Sparrow,Passer domesticus,L48598553,Rain's neighborhood,2025-06-27 20:47,1.0,41.975411,-87.664535,True,False,True,S254704774,N
grhowl,Great Horned Owl,Bubo virginianus,L9289778,Private Woods & Pond,2025-06-27 20:46,2.0,41.6169393,-87.7902529,True,False,True,S254707229,
wilfly,Willow Flycatcher,Empidonax traillii,L9289778,Private Woods & Pond,2025-06-27 20:46,2.0,41.6169393,-87.7902529,True,False,True,S254707229,
easkin,Eastern Kingbird,Tyrannus tyrannus,L9289778,Private Woods & Pond,2025-06-27 20:46,1.0,41.6169393,-87.7902529,True,False,True,S254707229,
grycat,Gray Catbird,Dumetella carolinensis,L9289778,Private Woods & Pond,2025-06-27 20:46,2.0,41.6169393,-87.7902529,True,False,True,S254707229,
eastow,Eastern Towhee,Pipilo erythrophthalmus,L9289778,Private Woods & Pond,2025-06-27 20:46,1.0,41.6169393,-87.7902529,True,False,True,S254707229,
balori,Baltimore Oriole,Icterus galbula,L9289778,Private Woods & Pond,2025-06-27 20:46,1.0,41.6169393,-87.7902529,True,False,True,S254707229,
comyel,Common Yellowthroat,Geothlypis trichas,L9289778,Private Woods & Pond,2025-06-27 20:46,1.0,41.6169393,-87.7902529,True,False,True,S254707229,
yelwar,Yellow Warbler,Setophaga petechia,L9289778,Private Woods & Pond,2025-06-27 20:46,1.0,41.6169393,-87.7902529,True,False,True,S254707229,
indbun,Indigo Bunting,Passerina cyanea,L9289778,Private Woods & Pond,2025-06-27 20:46,1.0,41.6169393,-87.7902529,True,False,True,S254707229,
ribgul,Ring-billed Gull,Larus delawarensis,L48104780,"Goose Island Overlook (41.9026911,-87.657426)",2025-06-27 20:43,4.0,41.9026911,-87.657426,True,False,True,S254704415,
mallar3,Mallard,Anas platyrhynchos,L393581,"Techny Basin Conservation Area, Glenview",2025-06-27 20:42,2.0,42.1006584,-87.8073907,True,False,False,S254707778,X
bcnher,Black-crowned Night Heron,Nycticorax nycticorax,L612796,1207 Dobson,2025-06-27 20:42,2.0,42.0208046,-87.6890248,True,False,True,S254706362,
grbher3,Great Blue Heron,Ardea herodias,L14458017,Bird Feeder,2025-06-27 20:32,1.0,41.972214,-87.672544,True,False,True,S254701859,
houfin,House Finch,Haemorhous mexicanus,L47745411,"St. Francis Hospital Evanston US-IL 42.02488, -87.68207",2025-06-27 20:11,1.0,42.024875,-87.682075,True,False,True,S254699054,N
wooduc,Wood Duck,Aix sponsa,L339164,"Humboldt Park, Chicago",2025-06-27 19:46,10.0,41.9063221,-87.7019614,True,False,False,S254702159,
caster1,Caspian Tern,Hydroprogne caspia,L339164,"Humboldt Park, Chicago",2025-06-27 19:46,1.0,41.9063221,-87.7019614,True,False,False,S254702159,
barswa,Barn Swallow,Hirundo rustica,L339164,"Humboldt Park, Chicago",2025-06-27 19:46,6.0,41.9063221,-87.7019614,True,False,False,S254702159,
comgra,Common Grackle,Quiscalus quiscula,L339164,"Humboldt Park, Chicago",2025-06-27 19:46,5.0,41.9063221,-87.7019614,True,False,False,S254702159,
killde,Killdeer,Charadrius vociferus,L11400842,Algonquin Woods DP,2025-06-27 19:30,1.0,42.020159,-87.8709698,True,False,True,S254712826,
belkin1,Belted Kingfisher,Megaceryle alcyon,L11400842,Algonquin Woods DP,2025-06-27 19:30,1.0,42.020159,-87.8709698,True,False,True,S254712826,
rehwoo,Red-headed Woodpecker,Melanerpes erythrocephalus,L11400842,Algonquin Woods DP,2025-06-27 19:30,2.0,42.020159,-87.8709698,True,False,True,S254712826,
eawpew,Eastern Wood-Pewee,Contopus virens,L11400842,Algonquin Woods DP,2025-06-27 19:30,2.0,42.020159,-87.8709698,True,False,True,S254712826,
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L11400842,Algonquin Woods DP,2025-06-27 19:30,2.0,42.020159,-87.8709698,True,False,True,S254712826,
houwre,Northern House Wren,Troglodytes aedon,L11400842,Algonquin Woods DP,2025-06-27 19:30,1.0,42.020159,-87.8709698,True,False,True,S254712826,
cedwax,Cedar Waxwing,Bombycilla cedrorum,L11400842,Algonquin Woods DP,2025-06-27 19:30,3.0,42.020159,-87.8709698,True,False,True,S254712826,
amegfi,American Goldfinch,Spinus tristis,L11400842,Algonquin Woods DP,2025-06-27 19:30,1.0,42.020159,-87.8709698,True,False,True,S254712826,
sonspa,Song Sparrow,Melospiza melodia,L11400842,Algonquin Woods DP,2025-06-27 19:30,2.0,42.020159,-87.8709698,True,False,True,S254712826,
rocpig,Rock Pigeon,Columba livia,L24890921,Merrimac Park,2025-06-27 18:58,2.0,41.9523302,-87.7857943,True,False,False,S254685395,N
amhgul1,American Herring Gull,Larus smithsonianus,L24890921,Merrimac Park,2025-06-27 18:58,1.0,41.9523302,-87.7857943,True,False,False,S254685395,
eursta,European Starling,Sturnus vulgaris,L24890921,Merrimac Park,2025-06-27 18:58,2.0,41.9523302,-87.7857943,True,False,False,S254685395,N
coohaw,Cooper's Hawk,Astur cooperii,L4443323,Devon Ave. Woods,2025-06-27 18:55,2.0,41.9943132,-87.8496838,True,False,True,S254713281,
amecro,American Crow,Corvus brachyrhynchos,L1800426,IIT Campus,2025-06-27 18:50,6.0,41.834662,-87.6266523,True,False,False,S254685926,
bkcchi,Black-capped Chickadee,Poecile atricapillus,L1800426,IIT Campus,2025-06-27 18:50,1.0,41.834662,-87.6266523,True,False,False,S254685926,
norfli,Northern Flicker,Colaptes auratus,L6632958,"1512 W Jonquil Ter, Chicago US-IL (42.0215,-87.6688)",2025-06-27 18:43,1.0,42.021469,-87.668824,True,False,True,S254775586,
dowwoo,Downy Woodpecker,Dryobates pubescens,L108460,"Douglass (Anna & Frederick) Park, Chicago",2025-06-27 18:34,1.0,41.8633213,-87.6991556,True,False,False,S254707385,
haiwoo,Hairy Woodpecker,Dryobates villosus,L108460,"Douglass (Anna & Frederick) Park, Chicago",2025-06-27 18:34,1.0,41.8633213,-87.6991556,True,False,False,S254707385,
warvir,Warbling Vireo,Vireo gilvus,L108460,"Douglass (Anna & Frederick) Park, Chicago",2025-06-27 18:34,3.0,41.8633213,-87.6991556,True,False,False,S254707385,
reevir1,Red-eyed Vireo,Vireo olivaceus,L108460,"Douglass (Anna & Frederick) Park, Chicago",2025-06-27 18:34,1.0,41.8633213,-87.6991556,True,False,False,S254707385,
treswa,Tree Swallow,Tachycineta bicolor,L108460,"Douglass (Anna & Frederick) Park, Chicago",2025-06-27 18:34,1.0,41.8633213,-87.6991556,True,False,False,S254707385,
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L108460,"Douglass (Anna & Frederick) Park, Chicago",2025-06-27 18:34,6.0,41.8633213,-87.6991556,True,False,False,S254707385,
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,L108460,"Douglass (Anna & Frederick) Park, Chicago",2025-06-27 18:34,4.0,41.8633213,-87.6991556,True,False,False,S254707385,
rethaw,Red-tailed Hawk,Buteo jamaicensis,L656262,Stotz yard,2025-06-27 18:30,1.0,41.8437129,-87.8940502,True,False,True,S254713958,
orcori,Orchard Oriole,Icterus spurius,L152740,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",2025-06-27 18:27,1.0,41.7857131,-87.5829649,True,False,False,S254676919,
cliswa,Cliff Swallow,Petrochelidon pyrrhonota,L152692,Northwestern University (Main Campus and Lakefill),2025-06-27 18:16,1.0,42.0569,-87.6711,True,False,False,S256292467,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L883138,"Wolf Road Woods, Palos area",2025-06-27 17:41,1.0,41.7042226,-87.8978777,True,False,False,S254683874,
blujay,Blue Jay,Cyanocitta cristata,L883138,"Wolf Road Woods, Palos area",2025-06-27 17:41,4.0,41.7042226,-87.8978777,True,False,False,S254683874,
whbnut,White-breasted Nuthatch,Sitta carolinensis,L883138,"Wolf Road Woods, Palos area",2025-06-27 17:41,2.0,41.7042226,-87.8978777,True,False,False,S254683874,
easblu,Eastern Bluebird,Sialia sialis,L883138,"Wolf Road Woods, Palos area",2025-06-27 17:41,1.0,41.7042226,-87.8978777,True,False,False,S254683874,
fiespa,Field Sparrow,Spizella pusilla,L883138,"Wolf Road Woods, Palos area",2025-06-27 17:41,2.0,41.7042226,-87.8978777,True,False,False,S254683874,
scatan,Scarlet Tanager,Piranga olivacea,L152604,Beck Lake Forest Preserve,2025-06-27 17:34,1.0,42.0721,-87.8743,True,False,False,S254712115,
pipplo,Piping Plover,Charadrius melodus,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-27 17:29,2.0,41.9633833,-87.6344204,True,False,False,S254673426,
sposan,Spotted Sandpiper,Actitis macularius,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-27 17:29,2.0,41.9633833,-87.6344204,True,False,False,S254673426,
banswa,Bank Swallow,Riparia riparia,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-27 17:29,10.0,41.9633833,-87.6344204,True,False,False,S254673426,
purmar,Purple Martin,Progne subis,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-27 17:29,2.0,41.9633833,-87.6344204,True,False,False,S254673426,
doccor,Double-crested Cormorant,Nannopterum auritum,L20596583,"Tampier Slough Woods (Cook County Forest Preserve), Palos Park US-IL (41.6561,-87.9123)",2025-06-27 17:14,1.0,41.656082,-87.912302,True,False,True,S254954007,
grnher,Green Heron,Butorides virescens,L20596583,"Tampier Slough Woods (Cook County Forest Preserve), Palos Park US-IL (41.6561,-87.9123)",2025-06-27 17:14,1.0,41.656082,-87.912302,True,False,True,S254954007,
rthhum,Ruby-throated Hummingbird,Archilochus colubris,L152668,Linne Woods Forest Preserve,2025-06-27 16:58,1.0,42.0454,-87.7844,True,False,False,S254821353,
easpho,Eastern Phoebe,Sayornis phoebe,L152668,Linne Woods Forest Preserve,2025-06-27 16:58,1.0,42.0454,-87.7844,True,False,False,S254821353,
woothr,Wood Thrush,Hylocichla mustelina,L152668,Linne Woods Forest Preserve,2025-06-27 16:58,1.0,42.0454,-87.7844,True,False,False,S254821353,
chispa,Chipping Sparrow,Spizella passerina,L3700313,Oakton Community College,2025-06-27 16:54,1.0,42.0617708,-87.8797674,True,False,False,S254712568,
eurgol,European Goldfinch,Carduelis carduelis,L2854336,0_Jenks_60201,2025-06-27 16:30,2.0,42.067574,-87.69893,True,True,True,S255596621,N
tuftit,Tufted Titmouse,Baeolophus bicolor,L152624,"Cranberry Slough, Palos Area",2025-06-27 15:27,1.0,41.7114,-87.8548,True,False,False,S254662068,
buwwar,Blue-winged Warbler,Vermivora cyanoptera,L152624,"Cranberry Slough, Palos Area",2025-06-27 15:27,1.0,41.7114,-87.8548,True,False,False,S254662068,
sora,Sora,Porzana carolina,L152656,Lake Calumet area--Indian Ridge Marshes north & south of 122nd,2025-06-27 12:24,1.0,41.677,-87.5613,True,False,False,S254611293,
comgal1,Common Gallinule,Gallinula galeata,L152656,Lake Calumet area--Indian Ridge Marshes north & south of 122nd,2025-06-27 12:24,1.0,41.677,-87.5613,True,False,False,S254611293,
marwre,Marsh Wren,Cistothorus palustris,L152656,Lake Calumet area--Indian Ridge Marshes north & south of 122nd,2025-06-27 12:24,1.0,41.677,-87.5613,True,False,False,S254611293,
perfal,Peregrine Falcon,Falco peregrinus,L48579475,"337 E Illinois St, Chicago US-IL 41.89057, -87.61955",2025-06-27 11:17,1.0,41.890566,-87.619551,True,False,True,S254626101,
amekes,American Kestrel,Falco sparverius,L48561053,"Archer Avenue and South Center Avenue, Summit, Illinois, US (41.795, -87.809)",2025-06-27 10:17,1.0,41.7954146,-87.8092282,True,False,True,S254555381,
swaspa,Swamp Sparrow,Melospiza georgiana,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-27 09:35,1.0,41.9633833,-87.6344204,True,False,False,S254565578,
dickci,Dickcissel,Spiza americana,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",2025-06-27 09:35,1.0,41.9633833,-87.6344204,True,False,False,S254565578,
reshaw,Red-shouldered Hawk,Buteo lineatus,L5147656,National Grove Woods/McCormick Woods,2025-06-27 09:15,1.0,41.8396122,-87.8284214,True,False,False,S254577796,
carwre,Carolina Wren,Thryothorus ludovicianus,L152713,"Sand Ridge Nature Center, South Holland",2025-06-27 07:56,1.0,41.6051,-87.5619,True,False,False,S254515937,
cerwar,Cerulean Warbler,Setophaga cerulea,L509700,Teasons Woods Forest Preserve,2025-06-27 06:25,1.0,41.6840021,-87.8734589,True,True,False,S254497419,
hoomer,Hooded Merganser,Lophodytes cucullatus,L24833901,NPVNC -- P1,2025-06-27 06:05,1.0,41.98831,-87.72436,True,False,True,S254477083,
grhowl,Great Horned Owl,Bubo virginianus,L9289778,Private Woods & Pond,2025-06-28 22:30,1.0,41.6169393,-87.7902529,True,False,True,S255071375,
ribgul,Ring-billed Gull,Larus delawarensis,L48687533,"Lakefront Trail Near Monroe, Chicago, Illinois, US (41.879, -87.617)",2025-06-28 22:17,1.0,41.8794618,-87.6166229,True,False,True,S255070574,
comnig,Common Nighthawk,Chordeiles minor,L48686176,Jim   Andrew’s,2025-06-28 21:40,1.0,41.905739,-87.691863,True,False,True,S255064973,
killde,Killdeer,Charadrius vociferus,L48686340,"Northerly Island - North, Chicago, Illinois, US (41.858, -87.609)",2025-06-28 21:18,1.0,41.8575986,-87.6086663,True,False,True,S255065617,
cangoo,Canada Goose,Branta canadensis,L2716179,"Navy Pier, Chicago",2025-06-28 21:01,6.0,41.8917356,-87.5991011,True,False,False,S255064016,
mallar3,Mallard,Anas platyrhynchos,L2716179,"Navy Pier, Chicago",2025-06-28 21:01,2.0,41.8917356,-87.5991011,True,False,False,S255064016,
bcnher,Black-crowned Night Heron,Nycticorax nycticorax,L2716179,"Navy Pier, Chicago",2025-06-28 21:01,3.0,41.8917356,-87.5991011,True,False,False,S255064016,
amerob,American Robin,Turdus migratorius,L33390217,Norwood Park Home/St. Alberts Cemetery,2025-06-28 21:00,2.0,42.00136,-87.80013,True,False,True,S255451497,
grbher3,Great Blue Heron,Ardea herodias,L49489609,"Perfection Global, 2550 Arthur Ave., Elk Grove Village, IL (41.9965478, -87.940212)",2025-06-28 20:58,1.0,41.9965478,-87.940212,True,False,True,S258617522,
chiswi,Chimney Swift,Chaetura pelagica,L33269242,"4653 N Magnolia Ave, Chicago US-IL 41.96701, -87.66072",2025-06-28 20:55,2.0,41.967013,-87.66072,True,False,True,S255278829,
houspa,House Sparrow,Passer domesticus,L33269242,"4653 N Magnolia Ave, Chicago US-IL 41.96701, -87.66072",2025-06-28 20:55,1.0,41.967013,-87.66072,True,False,True,S255278829,N
moudov,Mourning Dove,Zenaida macroura,L391142,Home - Evanston,2025-06-28 20:48,4.0,42.0300417,-87.6875925,True,False,True,S255057633,
rthhum,Ruby-throated Hummingbird,Archilochus colubris,L391142,Home - Evanston,2025-06-28 20:48,2.0,42.0300417,-87.6875925,True,False,True,S255057633,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L391142,Home - Evanston,2025-06-28 20:48,1.0,42.0300417,-87.6875925,True,False,True,S255057633,
haiwoo,Hairy Woodpecker,Dryobates villosus,L391142,Home - Evanston,2025-06-28 20:48,1.0,42.0300417,-87.6875925,True,False,True,S255057633,
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,L391142,Home - Evanston,2025-06-28 20:48,2.0,42.0300417,-87.6875925,True,False,True,S255057633,
houwre,Northern House Wren,Troglodytes aedon,L391142,Home - Evanston,2025-06-28 20:48,1.0,42.0300417,-87.6875925,True,False,True,S255057633,
cedwax,Cedar Waxwing,Bombycilla cedrorum,L391142,Home - Evanston,2025-06-28 20:48,1.0,42.0300417,-87.6875925,True,False,True,S255057633,
houfin,House Finch,Haemorhous mexicanus,L391142,Home - Evanston,2025-06-28 20:48,2.0,42.0300417,-87.6875925,True,False,True,S255057633,N
amegfi,American Goldfinch,Spinus tristis,L391142,Home - Evanston,2025-06-28 20:48,2.0,42.0300417,-87.6875925,True,False,True,S255057633,
bnhcow,Brown-headed Cowbird,Molothrus ater,L391142,Home - Evanston,2025-06-28 20:48,1.0,42.0300417,-87.6875925,True,False,True,S255057633,
norcar,Northern Cardinal,Cardinalis cardinalis,L391142,Home - Evanston,2025-06-28 20:48,3.0,42.0300417,-87.6875925,True,False,True,S255057633,
amhgul1,American Herring Gull,Larus smithsonianus,L22074224,"Montrose Beach, Lincoln Park, Chicago",2025-06-28 20:46,5.0,41.9667498,-87.6385939,True,False,False,S255057632,
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L48684539,"Adler Planetarium, Chicago, Illinois, US (41.866, -87.607)",2025-06-28 20:44,5.0,41.8664236,-87.6070536,True,False,True,S255058297,
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L48684539,"Adler Planetarium, Chicago, Illinois, US (41.866, -87.607)",2025-06-28 20:44,1.0,41.8664236,-87.6070536,True,False,True,S255058297,
rocpig,Rock Pigeon,Columba livia,L33268603,"Arai Middle, Chicago US-IL 41.96746, -87.65266",2025-06-28 20:37,2.0,41.967461,-87.652659,True,False,True,S255277457,N
sonspa,Song Sparrow,Melospiza melodia,L25325860,"Parking lot on Wolf across from Sysco near tracks, Des Plaines (42.0435256, -87.9122818)",2025-06-28 20:30,1.0,42.0435256,-87.9122818,True,False,True,S258614443,
comgra,Common Grackle,Quiscalus quiscula,L47351708,"Wilbur Wright College (41.95955, -87.78899)",2025-06-28 20:26,1.0,41.95955,-87.78899,True,False,True,S255054326,
easowl1,Eastern Screech-Owl,Megascops asio,L11514060,"Ewing Avenue and Greenwood Street, Evanston IL",2025-06-28 20:25,1.0,42.0427487,-87.7124316,True,False,True,S255056793,
norfli,Northern Flicker,Colaptes auratus,L25324322,"Oakton College, Lot A parking lot, Golf and River, Des Plaines (42.0637061, -87.881671)",2025-06-28 20:10,1.0,42.0637061,-87.881671,True,False,True,S258611447,
barswa,Barn Swallow,Hirundo rustica,L47330063,"900 block W. Chestnut Ogden Materials Chicago US-IL 41.89848, -87.65202",2025-06-28 20:10,2.0,41.898476,-87.652025,True,False,True,S255654116,
indbun,Indigo Bunting,Passerina cyanea,L25324322,"Oakton College, Lot A parking lot, Golf and River, Des Plaines (42.0637061, -87.881671)",2025-06-28 20:10,1.0,42.0637061,-87.881671,True,False,True,S258611447,
dowwoo,Downy Woodpecker,Dryobates pubescens,L105600,LaBagh Woods Forest Preserve,2025-06-28 20:03,1.0,41.9803903,-87.7412754,True,False,False,S255783944,
eawpew,Eastern Wood-Pewee,Contopus virens,L105600,LaBagh Woods Forest Preserve,2025-06-28 20:03,1.0,41.9803903,-87.7412754,True,False,False,S255783944,
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L105600,LaBagh Woods Forest Preserve,2025-06-28 20:03,1.0,41.9803903,-87.7412754,True,False,False,S255783944,
